customer_key,customer_id,first_name,last_name,email,signup_date,birth_year,acquisition_channel_key,home_geography_key
1437,CUST-001437,Michelle,Lopez,michelle.lopez1437@example.com,2023-04-07,1957,2,15
1438,CUST-001438,Linda,Rodriguez,linda.rodriguez1438@example.com,2023-07-25,2000,6,7
1439,CUST-001439,Mary,Flores,mary.flores1439@example.com,2023-04-13,1997,1,39
1440,CUST-001440,Joseph,Anderson,joseph.anderson1440@example.com,2023-06-22,1987,1,35
1441,CUST-001441,Karen,Davis,karen.davis1441@example.com,2023-05-18,1989,6,15
1442,CUST-001442,Christopher,Brown,christopher.brown1442@example.com,2023-04-04,2000,1,15
1443,CUST-001443,Charles,Walker,charles.walker1443@example.com,2023-05-24,1967,1,30
1444,CUST-001444,Lisa,Perez,lisa.perez1444@example.com,2023-06-05,1996,3,14
1445,CUST-001445,Nancy,White,nancy.white1445@example.com,2023-07-05,1976,2,38
1446,CUST-001446,Sarah,Wilson,sarah.wilson1446@example.com,2023-10-27,1988,6,34
1447,CUST-001447,Kevin,Davis,kevin.davis1447@example.com,2023-01-22,1982,6,15
1448,CUST-001448,Richard,Lewis,richard.lewis1448@example.com,2023-02-20,1998,2,34
1449,CUST-001449,Donald,Gonzalez,donald.gonzalez1449@example.com,2023-10-01,1977,1,31
1450,CUST-001450,Thomas,Scott,thomas.scott1450@example.com,2023-06-27,1968,2,18
1451,CUST-001451,John,Walker,john.walker1451@example.com,2023-08-03,1984,6,14
1452,CUST-001452,Kevin,Moore,kevin.moore1452@example.com,2023-12-23,1962,1,1
1453,CUST-001453,Richard,Sanchez,richard.sanchez1453@example.com,2023-09-11,1978,6,3
1454,CUST-001454,Mark,Allen,mark.allen1454@example.com,2023-07-16,1983,1,38
1455,CUST-001455,Barbara,Smith,barbara.smith1455@example.com,2023-03-23,1983,2,31
1456,CUST-001456,Sandra,Allen,sandra.allen1456@example.com,2023-12-29,1977,1,5
1457,CUST-001457,Sarah,Scott,sarah.scott1457@example.com,2023-03-02,1994,1,23
1458,CUST-001458,Elizabeth,Moore,elizabeth.moore1458@example.com,2023-03-10,1991,4,15
1459,CUST-001459,Susan,Wright,susan.wright1459@example.com,2023-03-01,2004,1,40
1460,CUST-001460,Christopher,Garcia,christopher.garcia1460@example.com,2023-12-28,1969,1,32
1461,CUST-001461,Charles,Lee,charles.lee1461@example.com,2023-01-30,1981,1,34
1462,CUST-001462,Sarah,Lopez,sarah.lopez1462@example.com,2023-05-12,1961,2,10
1463,CUST-001463,Michael,Harris,michael.harris1463@example.com,2023-12-01,1992,2,38
1464,CUST-001464,Mark,Anderson,mark.anderson1464@example.com,2023-06-16,1992,2,18
1465,CUST-001465,Elizabeth,Lewis,elizabeth.lewis1465@example.com,2023-04-29,1977,2,30
1466,CUST-001466,Jennifer,Young,jennifer.young1466@example.com,2023-04-03,1986,5,32
1467,CUST-001467,Ashley,Lopez,ashley.lopez1467@example.com,2023-11-28,1991,1,7
1468,CUST-001468,Kevin,Gonzalez,kevin.gonzalez1468@example.com,2023-02-05,1995,2,45
1469,CUST-001469,Betty,Miller,betty.miller1469@example.com,2023-09-27,1996,4,24
1470,CUST-001470,Matthew,Harris,matthew.harris1470@example.com,2023-01-11,1997,1,1
1471,CUST-001471,David,Thomas,david.thomas1471@example.com,2023-02-12,1992,6,35
1472,CUST-001472,Michael,Wright,michael.wright1472@example.com,2023-06-23,1971,1,32
1473,CUST-001473,Mark,Hernandez,mark.hernandez1473@example.com,2023-06-07,1990,1,34
1474,CUST-001474,Sarah,Wright,sarah.wright1474@example.com,2023-03-05,2002,1,36
1475,CUST-001475,Steven,Clark,steven.clark1475@example.com,2023-03-14,2005,1,29
1476,CUST-001476,Elizabeth,Thompson,elizabeth.thompson1476@example.com,2023-12-02,1991,6,22
1477,CUST-001477,Linda,Young,linda.young1477@example.com,2023-03-28,1958,1,5
1478,CUST-001478,Daniel,Jones,daniel.jones1478@example.com,2023-11-12,1990,1,2
1479,CUST-001479,Robert,Hill,robert.hill1479@example.com,2023-03-19,1994,2,45
1480,CUST-001480,Margaret,Martinez,margaret.martinez1480@example.com,2023-12-08,1978,2,24
1481,CUST-001481,Sarah,Young,sarah.young1481@example.com,2023-12-05,1989,1,2
1482,CUST-001482,James,Martinez,james.martinez1482@example.com,2023-12-02,1995,1,42
1483,CUST-001483,John,Davis,john.davis1483@example.com,2023-10-23,1987,3,28
1484,CUST-001484,David,Lopez,david.lopez1484@example.com,2023-07-17,1989,2,41
1485,CUST-001485,Kevin,Perez,kevin.perez1485@example.com,2023-03-12,1973,3,29
1486,CUST-001486,Emily,Young,emily.young1486@example.com,2023-10-03,1984,2,18
1487,CUST-001487,Jennifer,Nguyen,jennifer.nguyen1487@example.com,2023-08-04,1984,4,15
1488,CUST-001488,Jennifer,Thomas,jennifer.thomas1488@example.com,2023-07-05,2004,6,31
1489,CUST-001489,Donald,Rodriguez,donald.rodriguez1489@example.com,2023-02-26,1999,1,3
1490,CUST-001490,Charles,Robinson,charles.robinson1490@example.com,2023-03-15,1972,2,7
1491,CUST-001491,Jessica,Wilson,jessica.wilson1491@example.com,2023-04-25,1999,1,3
1492,CUST-001492,Matthew,Johnson,matthew.johnson1492@example.com,2023-12-23,1962,1,22
1493,CUST-001493,Donna,Jones,donna.jones1493@example.com,2023-09-02,1971,6,28
1494,CUST-001494,Elizabeth,Garcia,elizabeth.garcia1494@example.com,2023-05-06,1998,2,14
1495,CUST-001495,Barbara,Walker,barbara.walker1495@example.com,2023-03-13,1976,3,29
1496,CUST-001496,Nancy,Lewis,nancy.lewis1496@example.com,2023-11-27,1978,1,33
1497,CUST-001497,Robert,Hill,robert.hill1497@example.com,2023-03-30,1985,1,11
1498,CUST-001498,Sandra,Scott,sandra.scott1498@example.com,2023-12-31,1972,6,46
1499,CUST-001499,Joseph,Ramirez,joseph.ramirez1499@example.com,2023-03-22,1991,1,25
1500,CUST-001500,Susan,Sanchez,susan.sanchez1500@example.com,2023-11-13,1999,1,20
1501,CUST-001501,Kevin,Jones,kevin.jones1501@example.com,2023-12-21,1986,1,18
1502,CUST-001502,William,Brown,william.brown1502@example.com,2023-07-10,1980,1,24
1503,CUST-001503,Lisa,Hill,lisa.hill1503@example.com,2023-06-21,2001,1,36
1504,CUST-001504,Susan,Hill,susan.hill1504@example.com,2023-01-06,1975,1,45
1505,CUST-001505,Robert,Thomas,robert.thomas1505@example.com,2023-05-18,1998,2,30
1506,CUST-001506,Robert,Brown,robert.brown1506@example.com,2023-06-11,1997,1,5
1507,CUST-001507,Betty,Allen,betty.allen1507@example.com,2023-04-10,1990,1,25
1508,CUST-001508,Michael,Perez,michael.perez1508@example.com,2023-07-28,1968,2,37
1509,CUST-001509,Mary,Nguyen,mary.nguyen1509@example.com,2023-07-15,1986,6,25
1510,CUST-001510,Elizabeth,Robinson,elizabeth.robinson1510@example.com,2023-02-10,1969,1,15
1511,CUST-001511,Elizabeth,Hernandez,elizabeth.hernandez1511@example.com,2023-09-14,1984,3,17
1512,CUST-001512,Mark,Rodriguez,mark.rodriguez1512@example.com,2023-06-23,1991,2,1
1513,CUST-001513,Matthew,Thomas,matthew.thomas1513@example.com,2023-04-17,1956,2,10
1514,CUST-001514,Ashley,Miller,ashley.miller1514@example.com,2023-01-08,1995,6,36
1515,CUST-001515,Ashley,Miller,ashley.miller1515@example.com,2023-08-21,1990,6,27
1516,CUST-001516,Joshua,White,joshua.white1516@example.com,2023-06-30,1997,1,16
1517,CUST-001517,Donald,Taylor,donald.taylor1517@example.com,2023-08-15,1980,1,32
1518,CUST-001518,Ashley,Williams,ashley.williams1518@example.com,2023-07-06,1970,2,11
1519,CUST-001519,David,Lewis,david.lewis1519@example.com,2023-07-07,1985,2,24
1520,CUST-001520,Anthony,Allen,anthony.allen1520@example.com,2023-08-19,1992,6,21
1521,CUST-001521,Patricia,Thomas,patricia.thomas1521@example.com,2023-12-25,1972,1,5
1522,CUST-001522,Matthew,Hernandez,matthew.hernandez1522@example.com,2023-10-19,1988,1,42
1523,CUST-001523,Jennifer,Thompson,jennifer.thompson1523@example.com,2023-08-27,1986,2,13
1524,CUST-001524,Jennifer,Lopez,jennifer.lopez1524@example.com,2023-02-25,1966,6,15
1525,CUST-001525,Betty,Perez,betty.perez1525@example.com,2023-02-03,1990,6,46
1526,CUST-001526,Donald,Davis,donald.davis1526@example.com,2023-05-23,1986,2,3
1527,CUST-001527,Susan,Lee,susan.lee1527@example.com,2023-10-18,2001,2,40
1528,CUST-001528,Margaret,Walker,margaret.walker1528@example.com,2023-04-20,1999,6,11
1529,CUST-001529,Margaret,Moore,margaret.moore1529@example.com,2023-05-10,1980,1,29
1530,CUST-001530,Jennifer,Martin,jennifer.martin1530@example.com,2023-12-31,1986,2,27
1531,CUST-001531,Barbara,Brown,barbara.brown1531@example.com,2023-02-17,1968,2,5
1532,CUST-001532,William,Gonzalez,william.gonzalez1532@example.com,2023-06-28,1964,2,37
1533,CUST-001533,Margaret,Thompson,margaret.thompson1533@example.com,2023-12-21,1983,5,44
1534,CUST-001534,Richard,Jones,richard.jones1534@example.com,2023-12-08,1982,1,17
1535,CUST-001535,James,Martinez,james.martinez1535@example.com,2023-08-23,1965,2,33
1536,CUST-001536,Anthony,Taylor,anthony.taylor1536@example.com,2023-09-24,1977,6,3
1537,CUST-001537,Mark,Nguyen,mark.nguyen1537@example.com,2023-02-19,2000,3,34
1538,CUST-001538,Andrew,Hernandez,andrew.hernandez1538@example.com,2023-11-04,1989,1,11
1539,CUST-001539,Joshua,Smith,joshua.smith1539@example.com,2023-07-09,1973,1,9
1540,CUST-001540,Linda,Young,linda.young1540@example.com,2023-11-29,1955,2,31
1541,CUST-001541,Margaret,King,margaret.king1541@example.com,2023-06-21,1996,1,37
1542,CUST-001542,Emily,Hill,emily.hill1542@example.com,2023-03-25,1984,1,11
1543,CUST-001543,Margaret,Jackson,margaret.jackson1543@example.com,2023-12-26,1981,6,2
1544,CUST-001544,Michael,Garcia,michael.garcia1544@example.com,2023-11-29,2002,6,34
1545,CUST-001545,Michelle,Wright,michelle.wright1545@example.com,2023-02-21,1980,2,22
1546,CUST-001546,Charles,Clark,charles.clark1546@example.com,2023-04-19,1993,2,38
1547,CUST-001547,Donald,Davis,donald.davis1547@example.com,2023-06-29,1961,6,45
1548,CUST-001548,Betty,Smith,betty.smith1548@example.com,2023-07-11,1974,2,33
1549,CUST-001549,Thomas,Martin,thomas.martin1549@example.com,2023-08-01,1979,1,1
1550,CUST-001550,James,Johnson,james.johnson1550@example.com,2023-03-20,1974,5,46
1551,CUST-001551,Kevin,Lee,kevin.lee1551@example.com,2023-06-21,1994,2,43
1552,CUST-001552,Betty,Gonzalez,betty.gonzalez1552@example.com,2023-11-12,1980,5,21
1553,CUST-001553,Margaret,Rodriguez,margaret.rodriguez1553@example.com,2023-11-22,1988,3,40
1554,CUST-001554,Kimberly,Hernandez,kimberly.hernandez1554@example.com,2023-08-12,1993,3,24
1555,CUST-001555,Joshua,Sanchez,joshua.sanchez1555@example.com,2023-11-18,1966,5,28
1556,CUST-001556,Susan,Garcia,susan.garcia1556@example.com,2023-02-17,2001,1,14
1557,CUST-001557,Mary,Flores,mary.flores1557@example.com,2023-12-29,1984,6,35
1558,CUST-001558,David,Robinson,david.robinson1558@example.com,2023-11-21,1980,1,26
1559,CUST-001559,Karen,Gonzalez,karen.gonzalez1559@example.com,2023-10-02,1971,3,18
1560,CUST-001560,Thomas,Brown,thomas.brown1560@example.com,2023-05-21,1998,1,32
1561,CUST-001561,Michael,Davis,michael.davis1561@example.com,2023-08-24,1965,1,27
1562,CUST-001562,Barbara,Garcia,barbara.garcia1562@example.com,2023-02-09,1985,1,7
1563,CUST-001563,Michael,Young,michael.young1563@example.com,2023-01-12,1988,2,15
1564,CUST-001564,Anthony,Harris,anthony.harris1564@example.com,2023-06-10,1980,2,27
1565,CUST-001565,James,Lopez,james.lopez1565@example.com,2023-12-04,1983,2,28
1566,CUST-001566,Daniel,Walker,daniel.walker1566@example.com,2023-11-11,1982,1,39
1567,CUST-001567,Linda,Gonzalez,linda.gonzalez1567@example.com,2023-11-07,2001,1,37
1568,CUST-001568,Susan,White,susan.white1568@example.com,2023-02-28,1968,1,24
1569,CUST-001569,David,Moore,david.moore1569@example.com,2023-05-21,1986,6,31
1570,CUST-001570,Charles,Robinson,charles.robinson1570@example.com,2023-09-11,1987,6,5
1571,CUST-001571,Barbara,Gonzalez,barbara.gonzalez1571@example.com,2023-12-18,1971,3,2
1572,CUST-001572,Donna,Nguyen,donna.nguyen1572@example.com,2023-06-09,1995,1,18
1573,CUST-001573,Mark,Ramirez,mark.ramirez1573@example.com,2023-11-02,1976,5,21
1574,CUST-001574,Matthew,Ramirez,matthew.ramirez1574@example.com,2023-04-13,1983,1,13
1575,CUST-001575,Mark,Hernandez,mark.hernandez1575@example.com,2023-01-18,1963,1,44
1576,CUST-001576,Kimberly,Thompson,kimberly.thompson1576@example.com,2023-07-23,2001,1,25
1577,CUST-001577,Daniel,Thomas,daniel.thomas1577@example.com,2023-02-07,1993,1,28
1578,CUST-001578,Linda,Smith,linda.smith1578@example.com,2023-06-13,1978,3,32
1579,CUST-001579,Christopher,Anderson,christopher.anderson1579@example.com,2023-10-15,1999,1,26
1580,CUST-001580,Michael,Scott,michael.scott1580@example.com,2023-05-23,1977,6,22
1581,CUST-001581,John,Torres,john.torres1581@example.com,2023-11-27,1987,4,28
1582,CUST-001582,Richard,Gonzalez,richard.gonzalez1582@example.com,2023-01-26,1973,2,7
1583,CUST-001583,Linda,Davis,linda.davis1583@example.com,2023-08-20,1994,1,44
1584,CUST-001584,Mary,Jackson,mary.jackson1584@example.com,2023-01-10,1980,6,8
1585,CUST-001585,Charles,Rodriguez,charles.rodriguez1585@example.com,2023-07-26,2000,2,40
1586,CUST-001586,Mary,Jones,mary.jones1586@example.com,2023-08-29,1997,5,16
1587,CUST-001587,Christopher,Thompson,christopher.thompson1587@example.com,2023-07-24,1998,4,35
1588,CUST-001588,Betty,Martin,betty.martin1588@example.com,2023-12-23,1959,2,13
1589,CUST-001589,Lisa,Flores,lisa.flores1589@example.com,2023-02-22,2001,1,24
1590,CUST-001590,Christopher,Ramirez,christopher.ramirez1590@example.com,2023-04-26,1994,1,6
1591,CUST-001591,Andrew,Smith,andrew.smith1591@example.com,2023-12-19,1970,1,13
1592,CUST-001592,Patricia,Martin,patricia.martin1592@example.com,2023-02-08,1992,3,18
1593,CUST-001593,Sarah,Hernandez,sarah.hernandez1593@example.com,2023-03-12,1982,1,25
1594,CUST-001594,Donna,Clark,donna.clark1594@example.com,2023-11-23,1987,1,44
1595,CUST-001595,Donald,Young,donald.young1595@example.com,2023-05-24,1990,3,27
1596,CUST-001596,Charles,Garcia,charles.garcia1596@example.com,2023-06-30,1983,6,15
1597,CUST-001597,John,Jones,john.jones1597@example.com,2023-09-11,1999,1,29
1598,CUST-001598,Richard,Young,richard.young1598@example.com,2023-02-23,1990,5,20
1599,CUST-001599,Christopher,Martin,christopher.martin1599@example.com,2023-12-29,1986,1,37
1600,CUST-001600,Joseph,White,joseph.white1600@example.com,2023-07-17,1961,6,41
1601,CUST-001601,Richard,Jones,richard.jones1601@example.com,2023-05-23,1987,3,10
1602,CUST-001602,Michael,Martinez,michael.martinez1602@example.com,2023-08-25,1969,3,30
1603,CUST-001603,Barbara,Moore,barbara.moore1603@example.com,2023-01-15,1986,2,24
1604,CUST-001604,Emily,Garcia,emily.garcia1604@example.com,2023-07-01,1987,1,43
1605,CUST-001605,Nancy,Brown,nancy.brown1605@example.com,2023-08-14,1991,1,18
1606,CUST-001606,Richard,Jackson,richard.jackson1606@example.com,2023-04-07,1988,2,42
1607,CUST-001607,Kimberly,Ramirez,kimberly.ramirez1607@example.com,2023-02-25,1979,2,4
1608,CUST-001608,Linda,Brown,linda.brown1608@example.com,2023-01-19,1982,1,39
1609,CUST-001609,Joseph,Flores,joseph.flores1609@example.com,2023-12-25,1977,1,34
1610,CUST-001610,Sarah,Young,sarah.young1610@example.com,2023-04-16,1994,1,21
1611,CUST-001611,Charles,Smith,charles.smith1611@example.com,2023-02-18,1994,6,16
1612,CUST-001612,Jessica,Hernandez,jessica.hernandez1612@example.com,2023-06-11,1979,1,30
1613,CUST-001613,Elizabeth,Smith,elizabeth.smith1613@example.com,2023-12-08,1986,1,27
1614,CUST-001614,John,Hernandez,john.hernandez1614@example.com,2023-12-14,1975,1,30
1615,CUST-001615,Donna,Smith,donna.smith1615@example.com,2023-09-08,1969,2,23
1616,CUST-001616,Joshua,Jackson,joshua.jackson1616@example.com,2023-04-27,1984,1,24
1617,CUST-001617,Michael,Martin,michael.martin1617@example.com,2023-06-21,1986,3,5
1618,CUST-001618,Ashley,Taylor,ashley.taylor1618@example.com,2023-07-06,1986,5,28
1619,CUST-001619,Kimberly,Hill,kimberly.hill1619@example.com,2023-09-05,1996,3,12
1620,CUST-001620,Elizabeth,Clark,elizabeth.clark1620@example.com,2023-04-23,1979,1,38
1621,CUST-001621,Joshua,Ramirez,joshua.ramirez1621@example.com,2023-07-04,1993,1,7
1622,CUST-001622,Michael,Moore,michael.moore1622@example.com,2023-11-17,1979,6,43
1623,CUST-001623,Barbara,Taylor,barbara.taylor1623@example.com,2023-12-14,1989,1,39
1624,CUST-001624,Karen,Gonzalez,karen.gonzalez1624@example.com,2023-01-22,1982,3,2
1625,CUST-001625,Margaret,Robinson,margaret.robinson1625@example.com,2023-10-18,1961,4,23
1626,CUST-001626,Ashley,Martinez,ashley.martinez1626@example.com,2023-08-27,1979,2,31
1627,CUST-001627,William,Martin,william.martin1627@example.com,2023-09-07,1991,4,23
1628,CUST-001628,Susan,Jackson,susan.jackson1628@example.com,2023-10-31,1996,2,28
1629,CUST-001629,James,Brown,james.brown1629@example.com,2023-05-09,1995,6,20
1630,CUST-001630,Emily,Martinez,emily.martinez1630@example.com,2023-02-14,1977,1,18
1631,CUST-001631,Donna,Garcia,donna.garcia1631@example.com,2023-05-29,1993,2,33
1632,CUST-001632,Matthew,Ramirez,matthew.ramirez1632@example.com,2023-07-24,1962,1,27
1633,CUST-001633,Kevin,Martin,kevin.martin1633@example.com,2023-03-30,1983,3,32
1634,CUST-001634,David,Gonzalez,david.gonzalez1634@example.com,2023-05-09,1996,2,24
1635,CUST-001635,Karen,Torres,karen.torres1635@example.com,2023-11-18,1986,1,18
1636,CUST-001636,Michael,Rodriguez,michael.rodriguez1636@example.com,2023-09-27,1987,1,6
1637,CUST-001637,Sandra,Thompson,sandra.thompson1637@example.com,2023-08-07,1986,6,43
1638,CUST-001638,Mary,Clark,mary.clark1638@example.com,2023-02-15,1975,2,26
1639,CUST-001639,Donna,Allen,donna.allen1639@example.com,2023-07-11,1996,2,39
1640,CUST-001640,Patricia,Sanchez,patricia.sanchez1640@example.com,2023-03-06,1988,1,20
1641,CUST-001641,Sandra,Brown,sandra.brown1641@example.com,2023-02-13,1999,5,17
1642,CUST-001642,Kevin,Miller,kevin.miller1642@example.com,2023-05-29,1983,3,2
1643,CUST-001643,Donna,Allen,donna.allen1643@example.com,2023-01-28,1978,2,42
1644,CUST-001644,David,Anderson,david.anderson1644@example.com,2023-12-12,1980,1,12
1645,CUST-001645,Ashley,Flores,ashley.flores1645@example.com,2023-12-19,1993,1,24
1646,CUST-001646,Kimberly,Miller,kimberly.miller1646@example.com,2023-05-07,1993,2,8
1647,CUST-001647,Betty,Brown,betty.brown1647@example.com,2023-03-04,1991,2,26
1648,CUST-001648,Andrew,Taylor,andrew.taylor1648@example.com,2023-11-10,1979,6,41
1649,CUST-001649,Elizabeth,Johnson,elizabeth.johnson1649@example.com,2023-04-05,1995,3,31
1650,CUST-001650,Andrew,Gonzalez,andrew.gonzalez1650@example.com,2023-09-01,1986,1,32
1651,CUST-001651,Ashley,White,ashley.white1651@example.com,2023-12-08,1991,1,19
1652,CUST-001652,Anthony,Ramirez,anthony.ramirez1652@example.com,2023-03-17,2001,2,35
1653,CUST-001653,Donna,Martin,donna.martin1653@example.com,2023-01-18,1980,6,35
1654,CUST-001654,Daniel,Rodriguez,daniel.rodriguez1654@example.com,2023-08-28,1969,2,25
1655,CUST-001655,Daniel,Allen,daniel.allen1655@example.com,2023-09-15,1993,6,43
1656,CUST-001656,John,Lopez,john.lopez1656@example.com,2023-12-02,1995,3,42
1657,CUST-001657,David,Moore,david.moore1657@example.com,2023-12-04,1991,1,11
1658,CUST-001658,Donald,Harris,donald.harris1658@example.com,2023-08-30,1981,1,20
1659,CUST-001659,Kimberly,Taylor,kimberly.taylor1659@example.com,2023-03-08,1978,2,44
1660,CUST-001660,Michelle,Sanchez,michelle.sanchez1660@example.com,2023-02-04,2000,6,24
1661,CUST-001661,Michael,Young,michael.young1661@example.com,2023-12-14,1986,4,4
1662,CUST-001662,Michael,Lopez,michael.lopez1662@example.com,2023-07-16,1975,2,32
1663,CUST-001663,Thomas,Davis,thomas.davis1663@example.com,2023-01-20,1971,1,21
1664,CUST-001664,Mary,Lopez,mary.lopez1664@example.com,2023-06-14,1997,2,33
1665,CUST-001665,Joshua,Scott,joshua.scott1665@example.com,2023-04-13,1994,2,15
1666,CUST-001666,Richard,Hernandez,richard.hernandez1666@example.com,2023-08-11,1973,5,32
1667,CUST-001667,Mary,Miller,mary.miller1667@example.com,2023-04-15,2001,1,29
1668,CUST-001668,Joshua,Wright,joshua.wright1668@example.com,2023-02-06,1990,3,11
1669,CUST-001669,Kimberly,Young,kimberly.young1669@example.com,2023-04-08,1972,2,40
1670,CUST-001670,Daniel,Flores,daniel.flores1670@example.com,2023-10-14,1971,5,45
1671,CUST-001671,Matthew,Jones,matthew.jones1671@example.com,2023-10-19,1998,4,24
1672,CUST-001672,Ashley,Anderson,ashley.anderson1672@example.com,2023-01-27,1982,1,27
1673,CUST-001673,Thomas,Harris,thomas.harris1673@example.com,2023-12-27,1989,6,27
1674,CUST-001674,John,Wright,john.wright1674@example.com,2023-10-22,1992,2,39
1675,CUST-001675,Betty,Flores,betty.flores1675@example.com,2023-01-30,1983,6,39
1676,CUST-001676,Mary,Williams,mary.williams1676@example.com,2023-06-23,1987,1,1
1677,CUST-001677,David,Wilson,david.wilson1677@example.com,2023-10-08,1973,1,12
1678,CUST-001678,Jessica,Young,jessica.young1678@example.com,2023-02-07,1973,2,35
1679,CUST-001679,Daniel,Jones,daniel.jones1679@example.com,2023-08-02,1982,2,31
1680,CUST-001680,Donald,Rodriguez,donald.rodriguez1680@example.com,2023-05-19,1977,1,38
1681,CUST-001681,Daniel,Ramirez,daniel.ramirez1681@example.com,2023-09-02,1991,5,1
1682,CUST-001682,Patricia,Johnson,patricia.johnson1682@example.com,2023-04-11,1984,6,12
1683,CUST-001683,Emily,Walker,emily.walker1683@example.com,2023-01-27,1988,1,34
1684,CUST-001684,Margaret,Scott,margaret.scott1684@example.com,2023-03-12,1996,1,40
1685,CUST-001685,Daniel,Gonzalez,daniel.gonzalez1685@example.com,2023-06-25,1987,1,32
1686,CUST-001686,James,Anderson,james.anderson1686@example.com,2023-07-31,1976,6,21
1687,CUST-001687,Robert,Smith,robert.smith1687@example.com,2023-05-08,1973,1,25
1688,CUST-001688,Charles,Williams,charles.williams1688@example.com,2023-06-10,1989,3,27
1689,CUST-001689,David,Hill,david.hill1689@example.com,2023-07-23,1986,1,27
1690,CUST-001690,Andrew,Wilson,andrew.wilson1690@example.com,2023-09-11,1978,5,4
1691,CUST-001691,Mark,Martin,mark.martin1691@example.com,2023-07-07,1974,1,20
1692,CUST-001692,Sarah,Lee,sarah.lee1692@example.com,2023-12-24,1984,1,29
1693,CUST-001693,Michelle,Young,michelle.young1693@example.com,2023-05-24,1998,6,9
1694,CUST-001694,Joseph,Martin,joseph.martin1694@example.com,2023-10-11,1993,1,14
1695,CUST-001695,Robert,Thomas,robert.thomas1695@example.com,2023-12-24,1987,4,1
1696,CUST-001696,Ashley,Williams,ashley.williams1696@example.com,2023-05-19,1991,1,13
1697,CUST-001697,Patricia,Moore,patricia.moore1697@example.com,2023-11-09,1988,1,42
1698,CUST-001698,Robert,Anderson,robert.anderson1698@example.com,2023-04-16,1989,3,45
1699,CUST-001699,Karen,Williams,karen.williams1699@example.com,2023-10-05,1975,6,6
1700,CUST-001700,Thomas,Nguyen,thomas.nguyen1700@example.com,2023-04-21,1975,1,18
1701,CUST-001701,Margaret,Brown,margaret.brown1701@example.com,2023-02-25,1983,6,5
1702,CUST-001702,Andrew,Robinson,andrew.robinson1702@example.com,2023-08-06,1983,2,37
1703,CUST-001703,Matthew,Robinson,matthew.robinson1703@example.com,2023-05-02,1996,1,16
1704,CUST-001704,Jennifer,Thomas,jennifer.thomas1704@example.com,2023-10-05,1991,2,27
1705,CUST-001705,Lisa,Moore,lisa.moore1705@example.com,2023-12-04,1992,3,12
1706,CUST-001706,Linda,Martin,linda.martin1706@example.com,2023-10-19,1979,5,8
1707,CUST-001707,Sandra,Johnson,sandra.johnson1707@example.com,2023-08-14,2003,1,33
1708,CUST-001708,Emily,Wilson,emily.wilson1708@example.com,2023-07-29,1999,6,32
1709,CUST-001709,Emily,Lee,emily.lee1709@example.com,2023-02-02,1987,1,16
1710,CUST-001710,Ashley,Rodriguez,ashley.rodriguez1710@example.com,2023-04-27,1981,1,35
1711,CUST-001711,Joseph,Davis,joseph.davis1711@example.com,2023-12-02,2000,3,10
1712,CUST-001712,Christopher,Williams,christopher.williams1712@example.com,2023-10-11,1977,1,16
1713,CUST-001713,Thomas,Johnson,thomas.johnson1713@example.com,2023-12-14,1971,5,35
1714,CUST-001714,Kevin,Thomas,kevin.thomas1714@example.com,2023-06-29,1997,2,24
1715,CUST-001715,Jessica,Wilson,jessica.wilson1715@example.com,2023-06-16,1983,5,13
1716,CUST-001716,Margaret,Jackson,margaret.jackson1716@example.com,2023-03-15,2001,2,29
1717,CUST-001717,Lisa,Walker,lisa.walker1717@example.com,2023-05-31,1981,1,25
1718,CUST-001718,Donna,Johnson,donna.johnson1718@example.com,2023-02-24,1981,5,46
1719,CUST-001719,Steven,Nguyen,steven.nguyen1719@example.com,2023-12-31,1990,1,1
1720,CUST-001720,Elizabeth,Harris,elizabeth.harris1720@example.com,2023-11-29,1998,1,4
1721,CUST-001721,Joshua,Allen,joshua.allen1721@example.com,2023-10-22,1981,3,36
1722,CUST-001722,Kimberly,Brown,kimberly.brown1722@example.com,2023-11-07,1986,2,39
1723,CUST-001723,Richard,Torres,richard.torres1723@example.com,2023-05-31,1967,1,17
1724,CUST-001724,Joseph,Robinson,joseph.robinson1724@example.com,2023-06-11,1976,1,34
1725,CUST-001725,Anthony,White,anthony.white1725@example.com,2023-02-10,1989,2,11
1726,CUST-001726,Donald,Hill,donald.hill1726@example.com,2023-04-28,1986,2,37
1727,CUST-001727,Andrew,Thomas,andrew.thomas1727@example.com,2023-07-28,1979,3,39
1728,CUST-001728,Nancy,Lee,nancy.lee1728@example.com,2023-03-02,1998,2,10
1729,CUST-001729,Ashley,Gonzalez,ashley.gonzalez1729@example.com,2023-04-03,1969,1,27
1730,CUST-001730,Emily,Walker,emily.walker1730@example.com,2023-02-21,1996,1,46
1731,CUST-001731,William,Jones,william.jones1731@example.com,2023-03-09,1984,2,41
1732,CUST-001732,Daniel,Rodriguez,daniel.rodriguez1732@example.com,2023-07-25,1978,1,28
1733,CUST-001733,Nancy,Nguyen,nancy.nguyen1733@example.com,2023-11-08,1981,6,34
1734,CUST-001734,Daniel,Lewis,daniel.lewis1734@example.com,2023-07-29,1981,3,42
1735,CUST-001735,David,Lopez,david.lopez1735@example.com,2023-10-29,1966,6,23
1736,CUST-001736,Donna,Nguyen,donna.nguyen1736@example.com,2023-07-09,1979,2,25
1737,CUST-001737,Steven,Nguyen,steven.nguyen1737@example.com,2023-05-24,1964,1,28
